quality_grade,observed_on_details.month,observed_on_details.year,taxon.name,taxon.observations_count,user.observations_count,Atlanta,Size_mm,Bright_Colors,Contrasting_markings,Diurnal,Unique_Morphology,Web_Decoration,Web_Size (rough),Seasonal_Peak,Polymorphic
1,10,2021,Gasteracantha cancriformis,24494,647,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2021,Gasteracantha cancriformis,24494,647,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2021,Trichonephila clavata,6803,116,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2021,Gasteracantha cancriformis,24494,647,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2021,Gasteracantha cancriformis,24494,59,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2021,Trichonephila clavata,6803,62,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2021,Neoscona domiciliorum,3944,152,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2021,Trichonephila clavata,6803,18,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2021,Argiope aurantia,52594,6,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2021,Trichonephila clavata,6803,1676,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2021,Trichonephila clavata,6803,85,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2021,Neoscona domiciliorum,3944,63,Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2021,Argiope aurantia,52594,221,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2021,Argiope aurantia,52594,3108,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2021,Gasteracantha cancriformis,24494,855,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2021,Gasteracantha cancriformis,24494,14071,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2021,Gasteracantha cancriformis,24494,647,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2021,Neoscona domiciliorum,3944,647,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2021,Trichonephila clavipes,27897,3,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2021,Argiope aurantia,52594,46,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2021,Gasteracantha cancriformis,24494,75,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2021,Gasteracantha cancriformis,24494,66,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2021,Trichonephila clavata,6803,1049,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2021,Trichonephila clavata,6803,46,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2021,Neoscona domiciliorum,3944,10,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2021,Argiope aurantia,52594,184,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
0,10,2021,Trichonephila clavata,6803,225,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2021,Neoscona crucifera,24246,6660,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2021,Neoscona crucifera,24246,6660,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2021,Trichonephila clavata,6803,42,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2021,Argiope aurantia,52594,810,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2021,Trichonephila clavipes,27897,4,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,10,2021,Verrucosa arenata,7235,24,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,10,2021,Trichonephila clavata,6803,1976,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,10,2021,Argiope aurantia,52594,1976,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,10,2021,Gasteracantha cancriformis,24494,8,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,10,2021,Trichonephila clavata,6803,2900,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2021,Neoscona crucifera,24246,74,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,10,2021,Neoscona crucifera,24246,27,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,10,2021,Trichonephila clavata,6803,17,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,10,2021,Neoscona domiciliorum,3944,2,Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,10,2021,Argiope aurantia,52594,40,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Neoscona crucifera,24246,773,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Araneus marmoreus,12332,23,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,9,2021,Neoscona domiciliorum,3944,49,Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
0,9,2021,Neoscona crucifera,24246,49,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,1792,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Neoscona crucifera,24246,2,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Verrucosa arenata,7235,210,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2021,Araneus marmoreus,12332,3,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2021,Metepeira labyrinthea,1043,4234,Atlanta,5.85,no,no,no,no,yes,medium,Fall,no
1,9,2021,Araneus marmoreus,12332,541,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,9,2021,Neoscona crucifera,24246,127,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,9,2021,Trichonephila clavata,6803,1,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2021,Neoscona crucifera,24246,427,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Neoscona crucifera,24246,386,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,10,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,645,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,4975,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,10,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,15,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,283,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,4470,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Neoscona crucifera,24246,283,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Verrucosa arenata,7235,8816,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2021,Trichonephila clavata,6803,283,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Neoscona domiciliorum,3944,478,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2021,Trichonephila clavata,6803,1976,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavipes,27897,50,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2021,Trichonephila clavipes,27897,478,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2021,Verrucosa arenata,7235,283,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,52,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,50,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2021,Neoscona domiciliorum,3944,384,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2021,Neoscona crucifera,24246,147,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Verrucosa arenata,7235,88,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2021,Araneus marmoreus,12332,7,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,9,2021,Neoscona crucifera,24246,12,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,9,2021,Neoscona domiciliorum,3944,33,Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2021,Trichonephila clavata,6803,6889,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,6889,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavipes,27897,277,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
0,9,2021,Eustala anastera,1540,59,Not Atlanta,7.15,no,no,no,no,no,small,Summer,no
1,9,2021,Gasteracantha cancriformis,24494,3112,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,1,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2021,Neoscona crucifera,24246,66,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,913,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,8816,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,576,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Araneus marmoreus,12332,5,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2021,Argiope trifasciata,18013,32,Not Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,132,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavipes,27897,132,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2021,Neoscona domiciliorum,3944,627,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
0,9,2021,Trichonephila clavata,6803,11,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,11,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Argiope aurantia,52594,71,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Verrucosa arenata,7235,627,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2021,Neoscona crucifera,24246,107,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,3,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavipes,27897,4134,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,603,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Micrathena mitrata,1855,627,Not Atlanta,6.18,yes,yes,yes,yes,no,medium,Fall,no
0,9,2021,Neoscona crucifera,24246,92,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Araneus marmoreus,12332,306,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2021,Verrucosa arenata,7235,810,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2021,Neoscona domiciliorum,3944,107,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
0,9,2021,Neoscona crucifera,24246,2352,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,1350,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,259,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Neoscona domiciliorum,3944,1107,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2021,Gasteracantha cancriformis,24494,1107,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,42,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2021,Neoscona crucifera,24246,207,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Neoscona crucifera,24246,13313,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,109,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,9,2021,Neoscona crucifera,24246,518,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,47,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Neoscona crucifera,24246,188,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,9,2021,Trichonephila clavata,6803,6,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,283,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Neoscona domiciliorum,3944,114,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2021,Trichonephila clavata,6803,469,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,13,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,1011,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Neoscona domiciliorum,3944,70,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2021,Gasteracantha cancriformis,24494,3,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,9,2021,Neoscona crucifera,24246,2438,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
0,9,2021,Neoscona crucifera,24246,247,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,195,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavipes,27897,195,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
0,9,2021,Neoscona crucifera,24246,103,Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,38,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Neoscona crucifera,24246,6889,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Neoscona domiciliorum,3944,6889,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2021,Neoscona domiciliorum,3944,6889,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2021,Neoscona domiciliorum,3944,6889,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2021,Trichonephila clavata,6803,6889,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,258,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Araneus marmoreus,12332,17,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
0,9,2021,Trichonephila clavata,6803,69,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2021,Trichonephila clavata,6803,69,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,83,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2021,Neoscona domiciliorum,3944,225,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2021,Trichonephila clavata,6803,2,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,2,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Argiope aurantia,52594,27,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,361,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,476,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,9,2021,Neoscona crucifera,24246,7,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,2225,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,56,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2021,Neoscona crucifera,24246,6,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,117,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Argiope aurantia,52594,190,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Argiope aurantia,52594,776,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Neoscona domiciliorum,3944,306,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
0,9,2021,Neoscona crucifera,24246,773,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Araneus marmoreus,12332,50,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2021,Gasteracantha cancriformis,24494,47,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,129,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,627,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,1107,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,283,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,59,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Argiope aurantia,52594,5,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Araneus marmoreus,12332,118,Not Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2021,Araneus marmoreus,12332,2352,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2021,Trichonephila clavata,6803,3,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,5,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,17829,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,6889,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2021,Neoscona domiciliorum,3944,647,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2021,Larinioides cornutus,10284,647,Not Atlanta,10.25,no,no,no,no,no,medium,Summer,no
1,9,2021,Trichonephila clavata,6803,8,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2021,Metepeira labyrinthea,1043,10273,Atlanta,5.85,no,no,no,no,yes,medium,Fall,no
1,9,2021,Trichonephila clavata,6803,116,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Araneus marmoreus,12332,10273,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2021,Neoscona arabesca,6968,255,Not Atlanta,7.48,yes,no,no,no,no,medium,Summer,no
1,9,2021,Argiope trifasciata,18013,2438,Not Atlanta,20,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Araneus marmoreus,12332,10273,Atlanta,13.5,yes,yes,yes,no,no,medium,Fall,yes
1,9,2021,Gasteracantha cancriformis,24494,173,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,52,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,62,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,62,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Verrucosa arenata,7235,173,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2021,Verrucosa arenata,7235,61,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2021,Trichonephila clavata,6803,1,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Argiope aurantia,52594,1976,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Neoscona crucifera,24246,82,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,14,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,17,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Micrathena gracilis,10523,213,Not Atlanta,8.88,yes,yes,yes,yes,no,medium,Fall,no
1,9,2021,Trichonephila clavipes,27897,469,Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,56,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,2,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,3,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Verrucosa arenata,7235,584,Not Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2021,Neoscona domiciliorum,3944,56,Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
0,9,2021,Neoscona domiciliorum,3944,33,Not Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2021,Neoscona domiciliorum,3944,96,Atlanta,11.6,no,yes,no,no,no,large,Fall,yes
1,9,2021,Gasteracantha cancriformis,24494,96,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,61,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,6,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,427,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Verrucosa arenata,7235,1976,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2021,Verrucosa arenata,7235,2352,Atlanta,7.83,yes,yes,yes,yes,no,medium,Fall,no
1,9,2021,Argiope aurantia,52594,23,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
0,9,2021,Larinioides cornutus,10284,10,Not Atlanta,10.25,no,no,no,no,no,medium,Summer,no
1,9,2021,Trichonephila clavata,6803,1,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,4975,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,4975,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,9,2021,Neoscona crucifera,24246,2904,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Argiope aurantia,52594,30,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,17,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2021,Trichonephila clavata,6803,2608,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,2608,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,2608,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,2608,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,2608,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,2608,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,18,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,2608,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2021,Trichonephila clavata,6803,69,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,627,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavipes,27897,4691,Not Atlanta,28.25,yes,yes,yes,yes,no,large,Fall,no
1,9,2021,Argiope aurantia,52594,3,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,3,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,16,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,3,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,94,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Metepeira labyrinthea,1043,2352,Atlanta,5.85,no,no,no,no,yes,medium,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,2225,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Argiope aurantia,52594,8451,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Neoscona crucifera,24246,13549,Not Atlanta,14.3,yes,no,no,no,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,2352,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,32,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Argiope aurantia,52594,8451,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,97,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,69,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
0,9,2021,Trichonephila clavata,6803,653,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,23,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,803,Not Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,7,Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Micrathena gracilis,10523,214,Atlanta,8.88,yes,yes,yes,yes,no,medium,Fall,no
1,9,2021,Trichonephila clavata,6803,13,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Trichonephila clavata,6803,3,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
1,9,2021,Argiope aurantia,52594,225,Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Gasteracantha cancriformis,24494,411,Atlanta,8.13,yes,yes,yes,yes,yes,large,Fall,no
0,9,2021,Argiope aurantia,52594,306,Not Atlanta,23.75,yes,yes,yes,no,yes,large,Fall,no
1,9,2021,Trichonephila clavata,6803,162,Not Atlanta,22.38,yes,yes,yes,no,no,large,Fall,no
